GTIN,MRID
06281086004029,100205-0122-6401-07-04
06281086004036,100205-0122-6401-07-04
06286001000100,100205-0122-6401-08-04
06286001000117,100205-0122-6401-08-04
26285157000389,100205-0122-6401-09-04
26285157000396,100205-0122-6401-09-04
96677000000365,100205-0122-6401-10-04
96677000000366,100205-0122-6401-10-04
06251106804083,100205-0122-6401-11-04
96677000000128,100205-0122-6401-11-04
05015997702252,543901-0130-2713-01-19
05015997707158,543902-0130-2713-02-19
05015997707653,543902-0130-2713-02-19
03573994000730,543903-0130-2713-02-19
03573994000747,543903-0130-2713-02-19
07612797522103,801017-0146-2714-01-19
05415062004708,490303-0130-4804-01-05
05415062002384,490303-0122-6410-01-04
05415062004074,490303-0222-4803-01-19
05415062004081,490303-0222-6410-01-04
06285147012626,490303-0122-6410-02-04
06285147012718,490303-0222-2706-01-19
06285147012664,490303-0222-6410-02-04
06251106803796,490303-0222-6410-03-04
06251106803789,490303-0222-6410-03-04
06285312000519,490303-0222-4803-02-19
96677000000713,490303-0222-2706-02-19
99692311211352,490303-0222-2706-03-19
99660304221905,490303-0222-2706-04-19
06281086003954,490303-0122-6410-03-04
06281086003947,490303-0222-6410-04-04
05702150151773,690109-0122-6410-01-04
05702150150134,690109-0222-6410-01-04
00771313233156,140701-0122-6401-01-05
00771313233163,140701-0222-6401-01-05
00771313233170,140701-0322-6401-01-05
00771313233187,140701-0422-6401-01-05
96677000000730,140701-0522-6401-01-05
00771313233200,140701-0622-6401-01-05
96677000000731,140701-0722-6401-01-05
06285085003458,860102-0122-5401-01-03
06285085003519,860102-0122-5401-01-03
06285085003533,860102-0134-5401-01-03
06285085003502,860102-0222-5401-01-03
06285085003526,860102-0322-5401-01-03
06285111003100,860102-0101-2713-01-01
06285111003094,860102-0101-2713-01-01
06285111003117,860102-0101-5401-01-01
96600000007007,860102-0234-2713-01-01
96600000004928,860102-0334-2713-01-01
04030539165167,860102-0434-2713-01-01
96600000003511,860102-0434-2713-01-01
96677000000389,860102-0534-2713-01-03
06285111002684,860102-0322-3001-01-03
06285111001656,860102-0101-2713-02-03
06285111000284,860102-0101-2713-02-05
06285111000291,860102-0101-2713-02-05
06285111001076,860102-0634-2713-01-05
06285111000666,860102-0734-2713-01-19
06285111000673,860102-0834-2713-01-05
96677000000644,860102-0134-2713-01-05
05016007206234,060204-0101-4001-01-18
07630035400273,740502-0101-5601-01-11
06285096001627,510902-0122-4801-01-11
00372579011023,540203-0122-0401-01-05
06285096000323,510111-0130-6001-01-05
06285096003713,510111-0122-0401-01-11
96677000000413,170416-0130-5402-01-01
96677000005579,170417-0141-5402-01-01
96611223366952,170418-0141-5402-01-01
06281086005330,230704-0101-0901-01-18
96697798899121,620105-0122-5402-01-19
07612797137017,620105-0130-2714-01-19
08699541774154,620105-0230-5402-99-19
06285147802470,620105-0230-5402-02-19
06285101004360,620105-0230-2713-01-19
06285111001007,620105-0230-2713-02-19
06286023000270,620105-0130-5401-02-19
04052682033643,620105-0230-2714-01-19
07612791515552,620105-0122-2714-01-19
06286219000978,620105-0230-5402-03-19
06192405001875,620105-0122-2706-01-19
06281086003749,681102-0122-6410-01-04
06281086013755,681102-0222-6410-01-04
06281080012075,681102-0222-6410-02-04
96600000006439,681202-0122-6401-01-11
96600000005433,681202-0130-5401-01-01
96600000006032,681202-0222-6401-01-11
05702157109203,681202-0230-2701-01-01
05702157109357,681202-0330-2701-01-01
96600000005013,681202-0430-2701-01-01
96600000004639,681202-0430-2701-01-01
05281019901167,010101-0122-6404-01-04
05281019901150,010101-0122-6404-01-04
06285074000277,010101-0222-6408-01-04
06285074000307,010101-0122-6404-02-04
06251653750000,010101-0122-6404-03-11
06291100083374,140102-0122-6404-01-04
06291100084586,010101-0222-6404-01-04
05281019901204,110201-0104-6408-01-11
06221032120151,110201-0104-6408-02-11
06285074000758,110201-0104-6408-03-11
06285074001359,110201-0104-6408-03-11
06285097001220,340301-0141-5601-01-02
06285096003911,340301-0141-5601-01-02
06221032240262,340301-0101-0901-01-18
06221032240590,340301-0101-4001-01-18
06291100780716,340301-0101-0901-02-18
06291100780709,340301-0101-4001-02-18
06281086000328,340301-0101-4001-03-18
06291100080458,340301-0101-4001-04-18
06291100085651,440101-0122-6401-01-04
06285097001855,340301-0101-0901-03-18
06285097001886,340301-0101-4001-05-18
06285097002548,340301-0101-6001-01-18
09501100940636,340301-0101-0901-04-18
09501100940643,340301-0101-4001-06-18
06285116000029,340301-0241-5401-01-11
00366582500193,440101-0130-2715-01-01
06285128002882,340301-0201-0901-01-18
06285116000050,340301-0341-5601-01-02
06285085000235,780405-0122-6201-01-05
06285095004674,370401-0101-5401-01-05
06285095004667,370401-0201-0901-01-05
06251158340003,370401-0101-5401-02-05
06285119000163,370401-0130-5401-01-05
06251600000295,370401-0101-0601-01-18
06251600000288,370401-0130-5401-02-05
05415062001783,370401-0201-0901-02-02
05415062002506,481201-0122-0401-01-04
05415062002490,481201-0222-0401-01-04
05415062001899,481201-0130-2713-01-01
05415062001912,481201-0130-2713-01-01
06285312000410,481201-0122-0401-02-04
06286059000138,481201-0222-0401-02-04
06286059000121,481201-0122-0401-03-04
06291100781560,370401-0101-0601-02-18
06291100780105,370401-0101-5401-03-05
06221032320360,440103-0130-2713-01-01
06221032320247,440103-0130-2713-01-01
06285145000328,580201-0122-6416-01-04
06281080014864,580201-0122-4803-01-03
07612797011409,580201-0122-4804-01-03
07612797246085,580201-0122-6404-01-04
07612797246092,580201-0122-6404-01-04
09501100940070,580201-0101-0601-01-18
09501100942289,580201-0122-6401-01-04
06291100082186,580201-0101-0901-01-18
06291100083046,580201-0101-0601-02-18
06291100083657,580201-0130-2713-01-01
04030855450275,580201-0222-6409-01-04
06251158080008,580201-0101-0601-03-18
06251107124012,580201-0101-0601-04-18
06251107130013,580201-0322-5901-01-04
06251107132017,580201-0422-5901-01-04
06251107057013,580201-0422-0401-01-04
06251107014023,580201-0422-6410-02-04
06285101000034,580201-0522-6401-01-04
06291100780693,580201-0101-0601-05-18
06285147004171,580201-0222-0402-01-04
06251106210440,580201-0122-6410-01-04
06291103730459,580201-0122-6416-02-04
06221032322500,580201-0130-2713-02-01
06285128001403,580201-0122-6410-02-04
07612291515489,580201-0622-2301-01-03
07612291010656,580201-0104-4301-01-07
06251159029341,580201-0122-5901-01-04
06251159029334,580201-0422-5901-02-04
06251159028733,580201-0322-5901-02-04
06251144001185,580201-0122-6410-03-04
06285111003612,800902-0101-5406-01-11
06281080010163,800902-0101-5406-02-11
07640153087959,580201-0101-0601-06-18
07640153084774,580201-0722-4301-01-07
07640153080615,580201-0422-0401-02-04
07640153080660,580201-0122-6410-04-04
06285147000562,580201-0522-6410-01-04
06285147008599,580201-0122-6410-05-04
06281086290675,580201-0101-0601-07-18
06281086010945,580201-0322-5901-03-04
06281086002162,580201-0522-5901-01-04
06281086220139,580201-0130-2713-03-01
06281086000953,580201-0122-5901-02-04
06281086010129,580201-0122-6404-02-04
06281086000960,580201-0422-5901-03-04
06281086010228,580201-0422-6401-01-04
06281086000229,580201-0422-6401-01-04
06281086002179,580201-0522-6401-02-04
06281080012181,580201-0122-6404-03-04
06285147004379,580201-0122-6406-01-04
06285147013463,580201-0101-0601-08-18
07612797198797,580201-0322-5901-04-04
07612797198773,580201-0522-6401-03-04
07612797197608,580201-0130-2713-04-01
07612797198803,580201-0122-5901-03-04
07612797198780,580201-0122-6401-02-04
07612797197707,580201-0222-6409-02-04
07612797198810,580201-0422-5901-04-04
07612797197622,580201-0422-6404-01-04
07612797198766,580201-0422-6404-01-04
06285128002905,580201-0101-0601-09-18
06285128002912,580201-0522-6404-01-04
06285128004701,580201-0122-6416-03-04
06251065025703,580201-0130-2713-05-01
06251649000119,590401-0104-0901-01-18
06286023000638,542701-0122-6401-01-04
07612797130445,570110-0122-6401-01-04
07612797130452,570110-0222-6401-01-04
06285096000163,340303-0101-4001-01-18
06285096000156,340303-0201-0901-01-18
06285097002463,740403-0101-5601-01-11
06285096000224,760303-0130-6001-01-01
06285096000231,760303-0230-6001-01-01
18904091125828,740403-0101-5601-02-05
06291100083152,340303-0101-4001-02-18
06291100083145,340303-0201-0901-02-18
06285095005701,740403-0101-5601-03-11
06221076160588,740403-0101-5603-01-02
06281080010613,330105-0101-0901-01-18
06281080010620,330105-0101-4001-01-18
06251151000508,330105-0101-0901-02-18
06251151000515,330105-0101-4001-02-18
05702191010558,330105-0101-0901-03-18
05702191010565,330105-0101-4001-03-18
09501100940674,330105-0101-0901-04-18
06285128004664,330105-0101-0901-05-18
06285128012737,330105-0101-4001-04-05
06285128002431,330105-0101-4001-04-18
06281086011195,330105-0101-0901-06-18
06281086003732,330105-0101-0901-06-18
06281086291184,330105-0101-4001-05-18
06281086003978,330105-0101-4001-05-18
06251144005015,330105-0101-4001-06-18
06291100081189,330105-0101-0901-07-18
06291100081172,330105-0101-4001-07-18
06251151000522,801501-0101-5406-01-11
06251161010221,330105-0101-0901-08-18
06251161010245,330105-0101-0601-01-18
06251161010757,330105-0101-4001-08-18
06285147801916,330105-0101-0901-09-18
06285147010936,330105-0101-4001-09-18
06251151000430,801601-0101-4001-01-18
06251151000041,801601-0101-5406-01-11
06281080001666,801601-0101-5406-02-18
06281086290149,481801-0130-2713-01-01
06281086290156,481801-0230-2713-01-01
06291100081059,340103-0101-0901-01-18
06281086290248,340103-0101-0901-02-18
06281086010815,340103-0101-0901-02-18
06221032314468,440104-0122-2713-01-19
08718692510333,340103-0201-3501-01-18
05702191024326,340103-0201-4001-01-18
05702191025101,340103-0201-0901-01-18
05415062001943,440104-0122-2706-01-19
05415062001950,440104-0222-2706-01-19
07038319108820,543001-0122-0401-01-04
07038319108837,543001-0222-0401-01-04
07038319108844,543001-0322-0401-01-04
03574661228877,740103-0130-5603-01-11
03574661406893,800305-0130-6003-01-11
05702191023685,340803-0101-0901-01-18
05702191024135,340803-0101-4001-01-18
05415062001844,440105-0130-2715-01-19
96600000010113,440105-0130-2706-01-19
06285147802951,440105-0122-2710-01-19
06285147800735,440105-0222-2710-01-19
06285147800742,440105-0322-2710-01-19
06285147800728,440105-0422-2710-01-19
05415062002315,440105-0522-6401-01-05
06285101003738,440105-0122-2710-02-19
06285101003745,440105-0322-2710-02-19
06192405000441,440105-0122-2706-01-19
06192405000458,440105-0322-2706-01-19
05415062001806,440105-0122-2713-01-19
05415062001813,440105-0222-2713-01-19
05415062001936,440105-0322-2706-02-19
06221075070185,481901-0130-5401-01-05
06221075050309,481901-0230-6001-01-05
06221075011300,481901-0122-6410-01-04
06221075150078,481901-0222-5901-01-04
06285101002076,481901-0330-6001-01-05
06285101002045,481901-0122-6410-02-04
06285101002052,481901-0222-6410-01-04
06285088000577,481901-0122-6410-03-04
06285088000584,481901-0222-6410-02-04
06285147801664,481901-0230-6001-02-05
06285147001248,481901-0222-6410-03-04
04030539100878,481901-0130-5401-02-05
06285177000105,481901-0130-5401-03-05
06286219000527,481901-0130-5401-04-19
06285101002069,481901-0230-6001-99-05
06291100083381,481901-0122-6401-01-04
06291100082117,481901-0222-6401-01-04
06281080011818,481901-0222-6410-04-04
03499320003988,330401-0101-0601-02-18
06285085001959,481901-0322-6401-01-04
06291100780754,280209-0101-0901-01-18
06281147001240,280209-0101-0901-02-18
06281147004999,280209-0101-0901-02-18
06281147004852,280209-0101-0901-03-18
06281147004876,280209-0101-0901-03-18
05413868100082,280209-0101-3501-01-05
06285128002783,280209-0101-0601-01-05
06291100782086,280209-0101-0901-04-18
06286219000954,390303-0122-5901-01-07
06286219000961,390303-0222-5901-01-07
05413868100167,280209-0101-0901-05-18
05413868100174,481902-0122-0401-01-04
05413868100181,481902-0222-0401-01-04
06291100081608,280209-0101-0901-06-18
06291100080083,390303-0122-2801-01-04
00000093490160,280209-0101-5201-01-05
06221508120418,280209-0101-0901-07-18
06221508050111,280209-0101-4801-01-05
06251144006029,280209-0101-0901-08-18
06291100080526,280209-0101-0901-09-18
06285128018265,280209-0101-0601-02-18
06251107125019,280209-0101-0601-03-18
06251107136015,390303-0222-5901-02-04
06285095004612,380106-0101-5401-01-05
06285095004629,380106-0201-5401-01-05
05060475950335,380106-0101-5401-02-05
06291100781737,380106-0101-5401-03-05
06291100781713,380106-0201-5401-02-05
06251107097026,380106-0101-5401-04-05
06251107220028,380106-0201-5401-03-05
06285119000460,380106-0101-5401-05-05
06285119000033,380106-0201-5401-04-05
03499320003568,380106-0101-5401-06-05
03574661047478,380106-0101-5401-07-05
03574661047485,380106-0201-5401-05-05
07612797605844,801703-0117-6003-01-11
07612797426906,340901-0117-4001-01-18
06297000720050,910101-0101-5406-01-11
06297000720104,910101-0201-5406-01-11
00300650342063,910101-0101-5406-02-11
37005677015830,190709-0146-2713-01-17
06281086705377,770303-0122-6401-01-04
06281086505373,770303-0122-6401-01-04
06281086705391,770303-0222-6401-01-04
06281086706992,770303-0222-6401-01-04
06297000720449,801901-0101-5406-01-11
06291100081271,440106-0122-6401-01-04
06285128012997,801204-0101-6003-01-11
05016007206142,801204-0101-6003-02-11
07038319100206,440106-0122-6401-02-04
06285101001215,440106-0130-6201-01-05
06285101001222,440106-0230-6201-01-05
06285101001192,440106-0122-6401-03-04
06285101001208,440106-0222-6401-01-04
06285104000604,440106-0101-6201-01-05
06285104000611,440106-0201-6201-01-05
06251649000096,590401-0104-0901-01-18
06251151000539,801014-0101-5406-01-11
06251151000010,801014-0101-5406-01-06
06285177000167,120601-0101-2713-01-05
06285177000211,120601-0101-2713-01-01
06285177000204,120601-0101-2713-01-01
16285111000529,120601-0101-2713-01-05
06285111000116,120601-0101-2713-01-05
06285111000628,120601-0101-2713-01-05
06285177000198,120601-0101-2713-01-05
06285177000174,120601-0101-2713-01-05
06285111000932,120601-0201-2713-01-19
06285111000956,120601-0301-2713-01-19
06285111000796,120601-0401-2713-01-05
06285111000789,120601-0401-2713-01-05
06285111001694,120601-0401-2713-01-03
06285111001670,120601-0401-2713-01-03
06285111002660,120601-0101-2713-02-03
06285111001441,120601-0501-2713-01-05
06285111001632,120601-0501-2713-01-01
06285111001663,120601-0501-2713-01-01
04030539146111,120601-0101-2713-03-01
04030539108416,120601-0101-2713-03-01
06285111000222,120601-0101-2713-03-05
06285111001519,120601-0601-2713-01-03
06285111001496,120601-0601-2713-01-03
06285111000840,120601-0701-2713-01-05
06285111000833,120601-0701-2713-01-05
06285111001410,120601-0701-2713-01-03
06285111001403,120601-0701-2713-01-03
06285085002727,120601-0801-2713-01-03
06285111000772,120601-0801-2713-01-05
06285111001335,120601-0801-2713-01-03
06285111001717,120601-0801-2713-01-03
06285111000161,120601-0801-2713-01-05
06285111002851,120601-0801-2713-01-03
96611223366776,120601-0801-2713-01-05
06285111003124,120601-0101-2713-04-05
06285111003148,120601-0101-2713-04-05
06285111003131,120601-0101-2713-04-05
06285064000164,120601-0101-2713-04-17
06285064000133,120601-0101-2713-04-03
06285064000140,120601-0101-2713-04-03
06285064000157,120601-0101-2713-04-03
06298044065503,120601-0101-2713-04-03
06285111002325,120601-0101-2713-04-03
06285111002349,120601-0101-2713-04-03
06285111002486,120601-0101-2713-04-03
06285111002363,120601-0101-2713-04-03
06285111002332,120601-0101-2713-04-03
06285111001281,120601-0101-2713-04-03
06285085002772,120601-0101-2713-04-03
06285064000683,120601-0101-2713-04-01
06285064000676,120601-0101-2713-04-01
06288030001011,120601-0101-2713-04-01
06288030001004,120601-0101-2713-04-01
06286380000043,120601-0101-2714-01-03
06285085003427,120601-0101-5401-02-03
06285085003434,120601-0101-5401-02-03
06285085003441,120601-0101-5401-02-03
06285111002356,120601-0101-5401-02-03
06288030000991,120601-0501-2713-02-01
06288030000984,120601-0501-2713-02-01
06285111003209,120601-0901-2713-01-01
06285111003193,120601-0901-2713-01-01
06285111003186,120601-0901-2713-01-01
06285111001786,120601-1001-2713-01-03
06285111001779,120601-1001-2713-01-03
06285111001762,120601-1001-2713-01-03
06285111001724,120601-1101-2713-01-03
06285111001700,120601-1101-2713-01-03
06285111001809,120601-1101-2713-01-03
10304097391728,060407-0135-2713-01-19
06281080011177,330501-0101-0901-01-18
06285101001567,570502-0122-0407-01-04
06285101001543,570502-0222-0407-01-04
06285101001550,570502-0322-0407-01-04
06285101001536,570502-0422-0407-01-04
06281086705919,570502-0122-0401-01-05
06281086105924,570502-0222-0401-01-04
06281086705933,570502-0422-0401-01-04
06285101005053,570502-0222-0401-02-11
06251065015056,570502-0422-0401-02-11
05702191026450,380304-0101-4001-01-18
05702191026917,380304-0101-4001-01-18
05702191026467,380304-0201-4001-01-18
05702191026900,380304-0201-4001-01-18
07613421046477,570502-0122-0401-03-04
03838957070022,570502-0222-0401-03-04
18904091125811,380304-0101-4001-02-18
18904091125859,380304-0201-4001-02-18
06251151000553,330203-0101-4001-01-18
06291100086627,330203-0201-4001-01-18
07612797211304,481803-0122-4801-01-12
06251151000744,801502-0101-4001-01-18
06251151000720,801502-0101-5406-01-11
07612797435243,801502-0101-4001-02-18
